,ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,TYPE_CHANGE,CROP_current,CROP_type,current_land_use*,LUC_this_study,previous_land_use*,NUM_DEPTH,N_measured_current.1,temperature_Celsiul,precipitation_mm,Latitud,Longitud,years_since_luc,year_measure,soil_from_cm_current,soil_to_cm_current,depth_midpoint_current,bulk_density_Mg_m3_current,%clay_current,%silt_current,%sand_current,ph_current,SOC_Mg_ha_current,sd_SOC_Mgha_current,soil_from_cm_previous,soil_to_cm_previous,depth_midpoint_previous,Bulkdensity_previous,%clay_previous,%silt_previous,%sand_previous,ph_previous,SOC_Mg_ha_previous,SOC_change,SOC_percentage_change
86,554,52,187,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.16,,,,8.4,16.39,,0.0,15.0,7.5,1.22,,,,,15.12,-1.2700000000000014,8.39947089947091
87,555,52,188,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.1,,,,8.4,13.12,,0.0,15.0,7.5,1.29,,,,,15.2,2.08,-13.684210526315791
88,653,63,229,Spain,Campo_Real,Mediterranean,,Calcic_Haploxeralf,LUC,Vineyard,woody,food,YES,fallow,1,1,14.0,400.0,40.35,-3.366,1.6,,0.0,10.0,5.0,1.2,24.0,41.0,58.0,,12.6,,0.0,10.0,5.0,1.2,24.0,18.0,58.0,,11.76,-0.8399999999999999,7.142857142857142
89,654,63,230,Spain,Campo_Real,Mediterranean,,Calcic_Haploxeralf,LUC,Vineyard,woody,food,YES,fallow,1,1,14.0,400.0,40.35,-3.366,1.6,,0.0,10.0,5.0,1.2,24.0,41.0,58.0,,12.48,,0.0,10.0,5.0,1.2,24.0,18.0,58.0,,11.76,-0.7200000000000006,6.122448979591842
90,678,75,252,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,15.5,,0.0,40.0,20.0,,,,,,70.85,,0.0,40.0,20.0,,,,,,89.4,18.55000000000001,-20.74944071588368
91,681,75,253,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,9.0,,0.0,40.0,20.0,,,,,,77.9,,0.0,40.0,20.0,,,,,,75.65,-2.25,2.974223397224058
92,684,75,254,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,7.0,,0.0,40.0,20.0,,,,,,75.25,,0.0,40.0,20.0,,,,,,75.65,0.4000000000000057,-0.5287508261731734
93,687,75,255,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,6.0,,0.0,40.0,20.0,,,,,,46.0,,0.0,40.0,20.0,,,,,,55.449999999999996,9.449999999999996,-17.042380522993682
94,690,75,256,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,11.0,,0.0,40.0,20.0,,,,,,30.05,,0.0,40.0,20.0,,,,,,55.449999999999996,25.399999999999995,-45.80703336339044
95,693,75,257,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,14.0,,0.0,40.0,20.0,,,,,,34.15,,0.0,40.0,20.0,,,,,,29.8,-4.349999999999998,14.597315436241603
96,696,75,258,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,14.0,,0.0,40.0,20.0,,,,,,45.599999999999994,,0.0,40.0,20.0,,,,,,40.25,-5.349999999999994,13.291925465838494
97,699,75,259,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,15.0,,0.0,40.0,20.0,,,,,,64.85,,0.0,40.0,20.0,,,,,,62.95,-1.8999999999999915,3.0182684670373177
98,702,75,260,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,20.0,,0.0,40.0,20.0,,,,,,46.45,,0.0,40.0,20.0,,,,,,94.4,47.95,-50.79449152542372
99,705,75,261,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,6.0,,0.0,40.0,20.0,,,,,,94.55000000000001,,0.0,40.0,20.0,,,,,,69.95,-24.60000000000001,35.16797712651895
100,708,75,262,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,21.0,,0.0,40.0,20.0,,,,,,54.099999999999994,,0.0,40.0,20.0,,,,,,69.95,15.850000000000009,-22.659042172980712
101,711,75,263,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,31.0,,0.0,40.0,20.0,,,,,,66.9,,0.0,40.0,20.0,,,,,,69.95,3.049999999999997,-4.3602573266618965
102,714,75,264,Brazil,Iacanga,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,18.0,,0.0,40.0,20.0,,,,,,27.900000000000002,,0.0,40.0,20.0,,,,,,40.6,12.7,-31.280788177339897
103,717,75,265,Brazil,Iacanga,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,7.0,,0.0,40.0,20.0,,,,,,37.400000000000006,,0.0,40.0,20.0,,,,,,40.6,3.1999999999999957,-7.881773399014767
104,720,75,266,Brazil,Iacanga,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,9.0,,0.0,40.0,20.0,,,,,,35.95,,0.0,40.0,20.0,,,,,,40.6,4.649999999999999,-11.453201970443345
105,723,75,267,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,52.3,,0.0,40.0,20.0,,,,,,42.45,-9.849999999999994,23.203769140164884
106,726,75,268,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,16.0,,0.0,40.0,20.0,,,,,,30.1,,0.0,40.0,20.0,,,,,,38.4,8.299999999999997,-21.614583333333325
107,729,75,269,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,40.8,,0.0,40.0,20.0,,,,,,37.5,-3.299999999999997,8.799999999999992
108,732,75,270,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,25.0,,0.0,40.0,20.0,,,,,,30.45,5.449999999999999,-17.898193760262725
109,735,75,271,Brazil,Andradina,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,5.0,,0.0,40.0,20.0,,,,,,39.55,,0.0,40.0,20.0,,,,,,46.5,6.950000000000003,-14.946236559139791
110,738,75,272,Brazil,Andradina,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,2.0,,0.0,40.0,20.0,,,,,,33.1,,0.0,40.0,20.0,,,,,,41.2,8.100000000000001,-19.660194174757283
111,741,75,273,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,10.0,,0.0,40.0,20.0,,,,,,29.55,,0.0,40.0,20.0,,,,,,61.5,31.95,-51.951219512195124
112,744,75,274,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,4.0,,0.0,40.0,20.0,,,,,,33.65,,0.0,40.0,20.0,,,,,,35.95,2.3000000000000043,-6.39777468706538
113,747,75,275,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,9.0,,0.0,40.0,20.0,,,,,,32.5,,0.0,40.0,20.0,,,,,,34.9,2.3999999999999986,-6.876790830945555
114,750,75,276,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,8.0,,0.0,40.0,20.0,,,,,,74.44999999999999,,0.0,40.0,20.0,,,,,,102.6,28.150000000000006,-27.436647173489288
115,753,75,277,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,5.0,,0.0,40.0,20.0,,,,,,67.8,,0.0,40.0,20.0,,,,,,84.85,17.049999999999997,-20.09428403064231
116,756,75,278,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,15.0,,0.0,40.0,20.0,,,,,,95.75,,0.0,40.0,20.0,,,,,,116.0,20.25,-17.45689655172414
117,759,75,279,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,20.0,,0.0,40.0,20.0,,,,,,70.75,,0.0,40.0,20.0,,,,,,77.4,6.650000000000006,-8.591731266149878
118,762,75,280,Brazil,Igarapava,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,5.0,,0.0,40.0,20.0,,,,,,52.95,,0.0,40.0,20.0,,,,,,69.65,16.700000000000003,-23.977027997128502
119,765,75,281,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,2.0,,0.0,40.0,20.0,,,,,,38.25,,0.0,40.0,20.0,,,,,,39.5,1.25,-3.1645569620253164
120,768,75,282,Brazil,Campo_Florido,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,5.0,,0.0,40.0,20.0,,,,,,44.900000000000006,,0.0,40.0,20.0,,,,,,39.5,-5.400000000000006,13.670886075949381
121,771,75,283,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,3.0,,0.0,40.0,20.0,,,,,,38.150000000000006,,0.0,40.0,20.0,,,,,,33.65,-4.500000000000007,13.372956909361092
122,774,75,284,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,6.0,,0.0,40.0,20.0,,,,,,32.45,,0.0,40.0,20.0,,,,,,35.05,2.5999999999999943,-7.41797432239656
123,777,75,285,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,34.4,,0.0,40.0,20.0,,,,,,35.05,0.6499999999999986,-1.85449358059914
124,780,75,286,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,38.5,,0.0,40.0,20.0,,,,,,34.85,-3.6499999999999986,10.473457675753224
125,783,75,287,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,6.0,,0.0,40.0,20.0,,,,,,25.1,,0.0,40.0,20.0,,,,,,34.85,9.75,-27.977044476327116
126,786,75,288,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1553.0,-19.7529,-48.6389,4.0,,0.0,40.0,20.0,,,,,,36.05,,0.0,40.0,20.0,,,,,,42.8,6.75,-15.771028037383179
127,789,75,289,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,38.85,,0.0,40.0,20.0,,,,,,39.55,0.6999999999999957,-1.769911504424768
128,792,75,290,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,69.0,,0.0,40.0,20.0,,,,,,66.5,-2.5,3.7593984962406015
129,795,75,291,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,16.0,,0.0,40.0,20.0,,,,,,53.8,,0.0,40.0,20.0,,,,,,66.5,12.700000000000003,-19.09774436090226
130,798,75,292,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,39.0,,0.0,40.0,20.0,,,,,,78.3,,0.0,40.0,20.0,,,,,,123.25,44.95,-36.47058823529412
131,801,75,293,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,10.0,,0.0,40.0,20.0,,,,,,80.25,,0.0,40.0,20.0,,,,,,97.9,17.650000000000006,-18.028600612870278
132,804,75,294,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,20.0,,0.0,40.0,20.0,,,,,,74.55,,0.0,40.0,20.0,,,,,,97.9,23.35000000000001,-23.85086823289071
133,807,75,295,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,77.9,,0.0,40.0,20.0,,,,,,83.69999999999999,5.799999999999983,-6.929510155316587
134,810,75,296,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,111.89999999999999,,0.0,40.0,20.0,,,,,,84.35,-27.549999999999997,32.661529342027265
135,813,75,297,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,94.05,,0.0,40.0,20.0,,,,,,92.4,-1.6499999999999915,1.7857142857142763
136,816,75,298,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,86.0,,0.0,40.0,20.0,,,,,,81.5,-4.5,5.521472392638037
137,819,75,299,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,11.0,,0.0,40.0,20.0,,,,,,81.15,,0.0,40.0,20.0,,,,,,91.80000000000001,10.650000000000006,-11.601307189542489
138,822,75,300,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,6.0,,0.0,40.0,20.0,,,,,,85.95,,0.0,40.0,20.0,,,,,,87.6,1.6499999999999915,-1.8835616438356069
139,825,75,301,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,13.0,,0.0,40.0,20.0,,,,,,60.95,,0.0,40.0,20.0,,,,,,66.3,5.349999999999994,-8.069381598793356
140,828,75,302,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,14.0,,0.0,40.0,20.0,,,,,,75.1,,0.0,40.0,20.0,,,,,,84.25,9.150000000000006,-10.860534124629087
141,831,75,303,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,15.0,,0.0,40.0,20.0,,,,,,60.65,,0.0,40.0,20.0,,,,,,60.099999999999994,-0.5500000000000043,0.9151414309484265
142,834,75,304,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,79.69999999999999,,0.0,40.0,20.0,,,,,,100.05000000000001,20.350000000000023,-20.33983008495754
143,837,75,305,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,65.80000000000001,,0.0,40.0,20.0,,,,,,63.65,-2.150000000000013,3.377847604084859
144,840,75,306,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,11.0,,0.0,40.0,20.0,,,,,,111.55,,0.0,40.0,20.0,,,,,,135.35,23.799999999999997,-17.584041374214998
145,843,75,307,Brazil,Goiatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,3.0,,0.0,40.0,20.0,,,,,,65.75,,0.0,40.0,20.0,,,,,,68.0,2.25,-3.308823529411765
146,846,75,308,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,22.0,1585.0,-18.011,-49.3663,3.0,,0.0,40.0,20.0,,,,,,86.45,,0.0,40.0,20.0,,,,,,81.65,-4.799999999999997,5.878750765462335
147,849,75,309,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,12.0,,0.0,40.0,20.0,,,,,,100.25,,0.0,40.0,20.0,,,,,,116.8,16.549999999999997,-14.169520547945202
148,852,75,310,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,22.0,1585.0,-18.011,-49.3663,20.0,,0.0,40.0,20.0,,,,,,98.3,,0.0,40.0,20.0,,,,,,124.25,25.950000000000003,-20.885311871227366
149,855,75,311,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,17.0,,0.0,40.0,20.0,,,,,,111.25,,0.0,40.0,20.0,,,,,,116.8,5.549999999999997,-4.751712328767121
150,934,87,361,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,secondary_forest,1,5,28.5,2000.0,3.33,101.3,13.0,2014.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,140.0,0.0,10.0,5.0,0.2,,,,3.4,990.0,-60.0,6.0606060606060606
151,935,87,362,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,natural_forest,1,5,28.5,2000.0,3.33,101.3,13.0,2014.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,140.0,0.0,10.0,5.0,0.14,,,,3.7,885.0,-165.0,18.64406779661017
152,936,87,363,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,secondary_forest,1,5,28.5,2000.0,3.33,101.3,0.5,2014.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,160.0,0.0,10.0,5.0,0.2,,,,3.4,990.0,430.0,-43.43434343434344
153,937,87,364,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,natural_forest,1,5,28.5,2000.0,3.33,101.3,0.5,2014.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,160.0,0.0,10.0,5.0,0.14,,,,3.7,885.0,325.0,-36.72316384180791
154,938,87,365,Malaysia,north_Selangor,Tropical,,,TEMP,PalmOil,palm,food,NO,,1,5,28.5,2000.0,3.33,101.3,,2014.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,160.0,0.0,10.0,5.0,0.11,,,,3.9,1050.0,490.0,-46.666666666666664
155,957,89,372,Indonesia,Lampung,Tropical,,Inceptisol,LUC,Cocoa,woody,food,YES,natural_forest,1,1,20.0,2500.0,-5.0,104.0,25.0,1999.0,0.0,30.0,15.0,,,,,,52.0,,0.0,30.0,15.0,,,,,,262.0,210.0,-80.1526717557252
156,958,89,373,Indonesia,Lampung,Tropical,,Inceptisol,LUC,Cocoa,woody,food,YES,secondary_forest,1,1,20.0,2500.0,-5.0,104.0,25.0,1999.0,0.0,30.0,15.0,,,,,,52.0,,0.0,30.0,15.0,,,,,,96.0,44.0,-45.83333333333333
157,959,90,374,UK,East Riding of Yorkshire,Temperate,,,TEMP,Willow,woody,SRC,NO,,3,3,9.0,571.0,53.7,-0.8,,2013.0,15.0,40.0,27.5,1.395,,,,,46.54,,15.0,40.0,27.5,1.475,,,,,46.21,-0.3299999999999983,0.7141311404457873
158,962,91,375,UK,East Riding of Yorkshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,571.0,53.7,-0.8,12.0,2013.0,15.0,40.0,27.5,1.395,,,,,46.54,,15.0,40.0,27.5,1.4449999999999998,,,,,47.355000000000004,0.8150000000000048,-1.7210431844578287
159,965,92,376,UK,East Riding of Yorkshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,571.0,53.7,-0.8,5.0,2013.0,15.0,40.0,27.5,1.475,,,,,46.21,,15.0,40.0,27.5,1.4449999999999998,,,,,47.355000000000004,1.1450000000000031,-2.417907295956083
160,968,93,377,UK,Nottinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,568.0,53.2,-0.7,4.0,2012.0,15.0,40.0,27.5,1.035,,,,,81.2,,15.0,40.0,27.5,1.585,,,,,27.265,-53.935,197.81771501925547
161,971,94,378,UK,Nottinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,568.0,53.2,-0.7,4.0,2012.0,15.0,40.0,27.5,1.035,,,,,81.2,,15.0,40.0,27.5,1.2000000000000002,,,,,105.945,24.74499999999999,-23.356458539808383
162,974,95,379,UK,Hampshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,743.0,50.9,-0.4,4.0,2012.0,15.0,40.0,27.5,1.475,,,,,32.0,,15.0,40.0,27.5,1.48,,,,,27.8,-4.199999999999999,15.107913669064747
163,977,96,380,UK,Buckinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.375,,,,,44.54,,15.0,40.0,27.5,1.365,,,,,36.105000000000004,-8.434999999999995,23.362415177953178
164,979,97,381,UK,Buckinghamshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,,15.0,40.0,27.5,1.365,,,,,36.105000000000004,3.2349999999999994,-8.959977842404095
165,982,98,382,UK,Buckinghamshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,SRC,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,,15.0,40.0,27.5,1.375,,,,,44.54,11.669999999999995,-26.201167489896708
166,985,99,383,UK,North_Yorkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,9.0,612.0,54.0,-1.2,5.0,2012.0,15.0,40.0,27.5,1.55,,,,,42.72,,15.0,40.0,27.5,1.5899999999999999,,,,,37.285,-5.435000000000002,14.576907603593947
167,988,100,384,UK,North_Yorkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,9.0,704.0,54.1,-1.1,6.0,2012.0,15.0,40.0,27.5,1.44,,,,,50.815000000000005,,15.0,40.0,27.5,1.27,,,,,38.375,-12.440000000000005,32.4169381107492
168,991,101,385,UK,West_Berkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,758.0,51.5,-1.3,5.0,2012.0,15.0,40.0,27.5,0.955,,,,,34.06,,15.0,40.0,27.5,1.185,,,,,24.87,-9.190000000000001,36.952151186168074
169,994,102,386,UK,Wiltshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,656.0,51.5,-1.6,7.0,2012.0,15.0,40.0,27.5,1.13,,,,,58.215,,15.0,40.0,27.5,0.78,,,,,82.87,24.655,-29.75141788343188
170,997,103,387,UK,Wiltshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,656.0,51.5,-1.6,7.0,2012.0,15.0,40.0,27.5,1.205,,,,,39.835,,15.0,40.0,27.5,1.185,,,,,42.615,2.780000000000001,-6.523524580546757
171,1000,104,388,UK,Oxfordshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,9.0,687.0,51.8,-1.6,5.0,2012.0,15.0,40.0,27.5,1.495,,,,,29.935,,15.0,40.0,27.5,1.045,,,,,53.96,24.025000000000002,-44.52372127501854
172,1003,105,389,UK,Worcestershire,Temperate,,,TEMP,Willow,woody,SRC,NO,,3,3,9.0,770.0,52.2,-1.9,,2013.0,15.0,40.0,27.5,1.555,,,,,57.644999999999996,,15.0,40.0,27.5,1.5699999999999998,,,,,58.005,0.36000000000000654,-0.6206361520558685
173,1006,106,390,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,9.0,2013.0,15.0,40.0,27.5,1.5699999999999998,,,,,58.005,,15.0,40.0,27.5,1.385,,,,,66.255,8.249999999999993,-12.451890423364265
174,1009,107,391,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,19.0,2013.0,15.0,40.0,27.5,1.57,,,,,47.265,,15.0,40.0,27.5,1.385,,,,,66.255,18.989999999999995,-28.66198777450758
175,1012,108,392,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,22.0,2013.0,15.0,40.0,27.5,1.555,,,,,57.644999999999996,,15.0,40.0,27.5,1.385,,,,,66.255,8.61,-12.995245641838352
176,1015,109,393,UK,Clwyd,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,9.0,1132.0,53.2,-3.7,5.0,2013.0,15.0,40.0,27.5,1.4649999999999999,,,,,53.195,,15.0,40.0,27.5,1.095,,,,,29.450000000000003,-23.744999999999997,80.62818336162987
